lemma	tag
"geladak tonase"	noun
"geladi bersih"	verb
"geladi kotor"	verb
"geladi resik"	verb
"gelagah perumpung"	noun
"gelagat baik"	noun
"gelagat buruk"	noun
"gelagat masa"	noun
"gelagat zaman"	noun
"gelak manis"	noun
"gelak nabi"	noun
"gelak senyum"	noun
"gelak setan"	noun
"gelak sumbing"	noun
"gelandang kanan"	noun
"gelandang kiri"	noun
"gelandang tengah"	noun
"gelang bajang"	noun
"gelang kana"	noun
"gelang keroncong"	noun
"gelang kunci"	noun
"gelang laut"	noun
"gelang pilin"	noun
"gelang pintu"	noun
"gelang puyuh"	noun
"gelang rantai"	noun
"gelang rantai"	noun
"gelang untir"	noun
"gelanggang ayam"	noun
"gelanggang bulan"	noun
"gelanggang dagang"	noun
"gelanggang mata"	noun
"gelanggang matahari"	noun
"gelanggang pacuan kuda"	noun
"gelanggang perang"	noun
"gelanggang perjuangan"	noun
"gelanggang pertempuran"	noun
"gelanggang politik"	noun
"gelanggang remaja"	noun
"gelanggang renang"	noun
"gelanggang samudra"	noun
"gelanggang susu"	noun
"gelanggang tinju"	noun
"gelap buta"	adjective
"gelap gulita"	adjective
"gelap katup"	adjective
"gelap mata"	adjective
"gelap pekat"	adjective
"gelap pikiran"	adjective
"gelar kehormatan"	noun
"gelar pusaka"	noun
"gelar wicara"	verb
"gelas duga"	noun
"gelas fiber"	noun
"gelas timpus"	noun
"gelembung empedu"	noun
"gelembung kencing"	noun
"gelembung paru-paru"	noun
"geleng kepala"	noun
"geli geman"	noun
"gelisah resah"	adjective
"gelombang bunyi"	noun
"gelombang elektrik"	noun
"gelombang elektromagnetik"	noun
"gelombang laut"	noun
"gelombang listrik"	noun
"gelombang mikro"	noun
"gelombang pasang"	noun
"gelombang pasat"	noun
"gelombang radio"	noun
"gelombang sinus"	noun
"gelombang udara"	noun
"gelombang ultrasonik"	noun
"gema duga"	noun
"gemah ripah"	adjective
"gemah ripah loh jinawi"	adjective
"gembala kerbau"	noun
"gembira ria"	adjective
"gemi nastiti"	noun
"gempa bumi"	noun
"gempa tektonik"	noun
"gempa vulkanik"	noun
"gen dominan"	noun
"gen terkait"	noun
"gencatan senjata"	noun
"gendang hati"	noun
"gendang pendengar"	noun
"gendang rampak"	noun
"gendang raya"	noun
"gendang serama"	noun
"gending macakal"	noun
"gendis gendang"	noun
"generalisasi empiris"	noun
"generalisasi metodologis"	noun
"generalisasi normatif"	noun
"generalisasi substantif"	noun
"generalisasi teoretis"	noun
"generalisasi terburu-buru"	noun
"generasi muda"	noun
"generasi penerus"	noun
"generasi politik"	noun
"generasi tua"	noun
"generator gas"	noun
"genre prosa"	noun
"genre puisi"	noun
"genta kabut"	noun
"gentel es"	noun
"genting kaca"	noun
"genting kodok"	noun
"geografi fisik"	noun
"geografi matematika"	noun
"geologi bulan"	noun
"geologi minyak"	noun
"geraham bungsu"	noun
"gerai kudapan"	verb
"gerai lapor keluar"	verb
"gerai lapor masuk"	verb
"gerak badan"	noun
"gerak gerik"	noun
"gerak gerik"	noun
"gerak jalan"	noun
"gerak jiwa"	noun
"gerak langkah"	noun
"gerak menanjak"	noun
"gerak tentangan"	noun
"gerak tipu"	noun
"gerakan sosial"	noun
"gerantang keling"	noun
"gerbang wisata"	verb
"gerbong administrasi"	noun
"gerbong datar"	noun
"gerbong kuda"	noun
"gerbong lekuk"	noun
"gergaji balik"	noun
"gergaji balok"	noun
"gergaji belah"	noun
"gergaji potong"	noun
"gergaji tangan"	noun
"gerhana bulan"	noun
"gerhana cincin"	noun
"gerhana gelang"	noun
"gerhana matahari"	noun
"gerhana mutlak"	noun
"gerhana parsial"	noun
"gerhana sebagian"	noun
"gerhana total"	noun
"gering bersalin"	adjective
"gering hulu"	adjective
"gering tengah"	adjective
"gerobak dorong"	noun
"gerobak lembu"	noun
"gerobak sampah"	noun
"gerobak sorong"	noun
"gertak sambal"	noun
"geta peraduan"	noun
"getah bening"	noun
"getah keping"	noun
"getah lambung"	noun
"getah padu"	noun
"getah pankreas"	noun
"getah perca"	noun
"getah purwa"	noun
"getah susu"	noun
"getah terap"	noun
"getah upil"	noun
"getok tular"	adverb
"getol bicara"	adjective
"gigi air"	noun
"gigi asu"	noun
"gigi bungsu"	noun
"gigi hutan"	noun
"gigi kapak"	noun
"gigi laut"	noun
"gigi palsu"	noun
"gigi seri"	noun
"gigi sulung"	noun
"gigi sumbi"	noun
"gigi sumbi"	noun
"gigi susu"	noun
"gigi telur"	noun
"gigir gunung"	noun
"gila anjing"	adjective
"gila babi"	adjective
"gila bayang-bayang"	adjective
"gila harta"	adjective
"gila harta"	adjective
"gila hormat"	adjective
"gila pangkat"	adjective
"gila pangkat"	adjective
"gila renang"	adjective
"gila sasar"	adjective
"gila uang"	adjective
"gila-gila air"	adjective
"gila-gila bahasa"	adjective
"girang hati"	adjective
"giro bilyet"	noun
"giro pos"	noun
"gita puja"	noun
"gitar akustik"	noun
"gitar melodi"	noun
"gobar hati"	adjective
"gol emas"	noun
"golek jenggel"	verb
"golek jonggol"	verb
"golongan (ter)besar"	noun
"golongan (ter)kecil"	noun
"golongan bangsa"	noun
"golongan darah"	noun
"golongan Eropa"	noun
"golongan Eropa"	noun
"golongan Eropa"	noun
"golongan Eropa"	noun
"golongan fungsional"	noun
"golongan karya"	noun
"golongan karya"	noun
"golongan kepentingan"	noun
"golongan mayoritas"	noun
"golongan merah"	noun
"golongan merah"	noun
"golongan minoritas"	noun
"golongan penekan"	noun
"golongan putih"	noun
"golongan putih"	noun
"golongan Timur Asing"	noun
"gopoh mamang"	adjective
"gorek api"	noun
"gores api"	noun
"gramatika diakronis"	noun
"gramatika sejarah"	noun
"gramatika sinkronis"	noun
"gramatika stilistika"	noun
"gramatika tradisional"	noun
"gravitasi semesta"	noun
"gua garba"	noun
"gua garba"	noun
"gubal besi"	verb
"guci wasiat"	noun
"gudang api"	noun
"gudang arsip tak-aktif"	noun
"gudang dingin"	noun
"gudang senjata"	noun
"gudang surat"	noun
"gugur gunung"	verb
"gugur kandungan"	verb
"gugus kalimat"	noun
"gugus konsonan"	noun
"gula anggur"	noun
"gula aren"	noun
"gula batu"	noun
"gula buah"	noun
"gula derawa"	noun
"gula ganting"	noun
"gula jawa"	noun
"gula kelapa"	noun
"gula merah"	noun
"gula nyiur"	noun
"gula pasir"	noun
"gula susu"	noun
"gula tarik"	noun
"gula tebu"	noun
"gula tetes"	noun
"gulai bagar"	noun
"gulai keling"	noun
"gulung kertas"	noun
"gulung tikar"	noun
"gumpalan gambut"	noun
"guna air"	noun
"gundah gulana"	adjective
"gundik candik"	noun
"gung peluang"	noun
"gung pengerah"	noun
"gunjing gujirak"	noun
"gunjing gujirat"	noun
"gunting behel"	noun
"gunting karcis"	noun
"gunting kuku"	noun
"gunting mesin"	noun
"guntingan pers"	noun
"gunung api"	noun
"gunung berapi"	noun
"gunung mati"	noun
"gunung sulah"	noun
"gurat batu"	noun
"gurau senda"	noun
"guru agama"	noun
"guru baku"	noun
"guru bantu"	noun
"guru besar"	noun
"guru honorer"	noun
"guru kepala"	noun
"guru kula"	noun
"guru lagu"	noun
"guru mengaji"	noun
"guru penolong"	noun
"guru sekolah"	noun
"guru suara"	noun
"guru tetap"	noun
"guru wilangan"	noun
"gurun pasir"	noun
"gurun tandus"	noun
"habis akal"	verb
"habis bulan"	verb
"habis tempo"	verb
"habitat kering"	noun
"habitat satwa"	noun
"hablun minallah"	noun
"hablun minannas"	noun
"hadas besar"	noun
"hadas kecil"	noun
"hadat selepah"	noun
"hadiah adipura"	noun
"hadiah hiburan"	noun
"hadiah Lebaran"	noun
"hadiah Natal"	noun
"hadiah Nobel"	noun
"hadis baik"	noun
"hadis daif"	noun
"hadis fikli"	noun
"hadis hasan"	noun
"hadis kauli"	noun
"hadis marfuk"	noun
"hadis mursal"	noun
"hadis qudsi"	noun
"hadis sahih"	noun
"haid pertama"	noun
"hajar Aswad"	verb
"hajat besar"	noun
"hajat kecil"	noun
"hajat masyarakat"	noun
"hajat seni"	noun
"haji akbar"	noun
"haji badal"	noun
"haji ifrad"	noun
"haji kecil"	noun
"haji kiran"	noun
"haji laut"	noun
"haji mabrur"	noun
"haji makbul"	noun
"haji mardud"	noun
"haji tamatuk"	noun
"haji udara"	noun
"haji wadak"	noun
"hak adiraja"	adjective
"hak amendemen"	adjective
"hak angket"	adjective
"hak asasi"	adjective
"hak asasi manusia"	adjective
"hak bersama"	adjective
"hak bertanya"	adjective
"hak cipta"	adjective
"hak dipilih"	adjective
"hak eksteritorial"	adjective
"hak eksteritorial"	adjective
"hak ekstrateritorial"	adjective
"hak guna"	adjective
"hak guna air"	adjective
"hak guna bangunan"	adjective
"hak guna ruang angkasa"	adjective
"hak guna usaha"	adjective
"hak hipotek"	adjective
"hak imunitas"	adjective
"hak imunitas"	adjective
"hak ingkar"	adjective
"hak inisiatif"	adjective
"hak interpelasi"	adjective
"hak jual"	adjective
"hak kebendaan"	adjective
"hak kepribadian"	adjective
"hak kuasa ibu"	adjective
"hak lisensi"	adjective
"hak memilih"	adjective
"hak memilih"	adjective
"hak menumpang karang"	adjective
"hak milik"	adjective
"hak milik mutlak"	adjective
"hak modal"	adjective
"hak opstal"	adjective
"hak pakai"	adjective
"hak paten"	adjective
"hak penerbitan"	adjective
"hak pengarang"	adjective
"hak pertuanan"	adjective
"hak peserta"	adjective
"hak pilih"	adjective
"hak pilih aktif"	adjective
"hak pilih pasif"	adjective
"hak preferensi"	adjective
"hak preferensi"	adjective
"hak prerogatif"	adjective
"hak pribadi"	adjective
"hak purba"	adjective
"hak rantau"	adjective
"hak siar"	adjective
"hak suara"	adjective
"hak suara"	adjective
"hak substantif"	adjective
"hak temurun"	adjective
"hak terbit"	adjective
"hak tolak"	adjective
"hak ulayat"	adjective
"hak usaha"	adjective
"hak veto"	adjective
"hak wilayat"	adjective
"hal ahwal"	noun
"hal ihwal"	noun
"halaman belakang"	noun
"halaman cetak"	noun
"halaman depan"	noun
"halaman depan"	noun
"halaman judul"	noun
"halo besar"	other
"halo bulan"	other
"halo matahari"	other
"haluan hidup"	noun
"haluan kata"	noun
"haluan negara"	noun
"haluan politik"	noun
"halwa mata"	noun
"halwa nikmat"	noun
"halwa telinga"	noun
"hama utama"	noun
"hamba (orang) tebusan"	noun
"hamba Allah"	noun
"hamba hukum"	noun
"hamba nafsu"	noun
"hamba sahaya"	noun
"hamburan cahaya"	noun
"hamburan cahaya"	noun
"hamil kembar"	verb
"hamil muda"	verb
"hamil tua"	verb
"hampa beras"	adjective
"hampa tangan"	adjective
"hampa tangan"	adjective
"hampa udara"	adjective
"hancur mumur"	verb
"handai tolan"	noun
"hangat hati"	adjective
"hangus hati"	verb
"hangus hati"	verb
"hantam kromo"	verb
"hantam kromo"	verb
"hantam kromo"	verb
"hantu air"	noun
"hantu angin"	noun
"hantu api"	noun
"hantu aru-aru"	noun
"hantu beliau"	noun
"hantu bungkus"	noun
"hantu bunian"	noun
"hantu denah"	noun
"hantu golek"	noun
"hantu gunung"	noun
"hantu haru-haru"	noun
"hantu jembalang"	noun
"hantu kangkung ngeang-ngeang"	noun
"hantu kocong"	noun
"hantu laut"	noun
"hantu pemburu"	noun
"hantu pocong"	noun
"hantu puaka"	noun
"hantu raya"	noun
"hantu rimba"	noun
"hantu runjung"	noun
"hantu suluh"	noun
"hantu sungai"	noun
"hantu tanah"	noun
"hantu tuyul"	noun
"haram jadah"	adjective
"haram zadah"	adjective
"harapan hidup"	noun
"harapan hidup"	noun
"harga asli"	noun
"harga baku"	noun
"harga banderol"	noun
"harga beli"	noun
"harga bersaing"	noun
"harga borongan"	noun
"harga catut"	noun
"harga diri"	noun
"harga eceran"	noun
"harga EZ"	noun
"harga gelap"	noun
"harga gila"	noun
"harga hidup harga mati"	noun
"harga jadi"	noun
"harga jual"	noun
"harga karet"	noun
"harga kawin"	noun
"harga mati"	noun
"harga melawan"	noun
"harga miring"	noun
"harga nominal"	noun
"harga obral"	noun
"harga pas"	noun
"harga pasar"	noun
"harga pemerintah"	noun
"harga perdana"	noun
"harga perkakas merimba"	noun
"harga pokok"	noun
"harga pokok penjualan"	noun
"harga pokok produksi"	noun
"harga resmi"	noun
"harga runcit"	noun
"harga tercatat"	noun
"harga terendah"	noun
"harga tertinggi"	noun
"harga tunai"	noun
"harga umpan"	noun
"hari acara"	noun
"hari Arafah"	noun
"hari baik"	noun
"hari batal"	noun
"hari berbangkit"	noun
"hari bersalju"	noun
"hari besar"	noun
"hari bulan"	noun
"hari Buruh"	noun
"hari buruk"	noun
"hari depan"	noun
"hari es"	noun
"hari esok"	noun
"hari hisab"	noun
"hari Ibu"	noun
"hari ibun"	noun
"hari jadi"	noun
"hari jadi"	noun
"hari jatuh"	noun
"hari Jumat Agung"	noun
"hari Jumat Besar"	noun
"hari karier"	noun
"hari kelahiran"	noun
"hari kemerdekaan"	noun
"hari kemudian"	noun
"hari kemudian"	noun
"hari kerja"	noun
"hari kiamat"	noun
"hari krida"	noun
"hari lahir"	noun
"hari Lebaran"	noun
"hari libur"	noun
"hari lunasan"	noun
"hari mahsyar"	noun
"hari matahari"	noun
"hari nahar"	noun
"hari nahas"	noun
"hari Natal"	noun
"hari Pahlawan"	noun
"hari pekan"	noun
"hari peringatan"	noun
"hari raya"	noun
"hari raya"	noun
"hari Raya Haji"	noun
"hari Raya Iduladha"	noun
"hari Raya Idulfitri"	noun
"hari Raya Kurban"	noun
"hari sekolah"	noun
"hari sial"	noun
"hari takwim"	noun
"hari takwim"	noun
"hari tarwiah"	noun
"hari tasyrik"	noun
"hari tua"	noun
"hari ulang tahun"	noun
"hari ulang tahun"	noun
"hari valentine"	noun
"harimau akar"	noun
"harimau belang"	noun
"harimau dandi"	noun
"harimau kumbang"	noun
"harimau peturun"	noun
"harimau tunggal"	noun
"harta bawaan"	noun
"harta benda"	noun
"harta bersama"	noun
"harta besar"	noun
"harta binatok"	noun
"harta carian"	noun
"harta dapean"	noun
"harta dunia"	noun
"harta imaterial"	noun
"harta karun"	noun
"harta karun"	noun
"harta kawin"	noun
"harta kekayaan menyanak"	noun
"harta kelalah"	noun
"harta kubur"	noun
"harta manah"	noun
"harta milik"	noun
"harta pelayaran"	noun
"harta pembawaan"	noun
"harta pembujangan"	noun
"harta pemenah"	noun
"harta penantian"	noun
"harta pencaharian"	noun
"harta pendapatan"	noun
"harta peninggalan"	noun
"harta penyepogan"	noun
"harta perkawinan"	noun
"harta pusaka"	noun
"harta pusaka bapak"	noun
"harta pusaka rendah"	noun
"harta sangsaka"	noun
"harta sesan"	noun
"harta surut"	noun
"harta tetap"	noun
"harta tua"	noun
"harta usaha"	noun
"harta wujud"	noun
"hasil bagi"	noun
"hasil bumi"	noun
"hasil elusi"	noun
"hasil hutan"	noun
"hasil ikutan"	noun
"hasil kali"	noun
"hasil kepala padi"	noun
"hasil mahsul"	noun
"hasil pancung alas"	noun
"hasil perkawinan"	noun
"hasil rotan"	noun
"hasil sampingan"	noun
"hasil sepuluh satu"	noun
"hasil tambang"	noun
"hasil tanah"	noun
"hasil tanah"	noun
"hasil tanah"	noun
"hasil tiga"	noun
"hasil turut"	noun
"hasil utama"	noun
"hasrat budaya"	noun
"hasrat budaya pemilikan"	noun
"hasrat budaya wilayah"	noun
"hasta karya"	noun
"hati kecil"	noun
"hati kedondong"	noun
"hati kedondong"	noun
"hati nurani"	noun
"hati nurani"	noun
"hati sanubari"	noun
"hati tangan"	noun
"hati tawajuh"	noun
"hati terbuka"	noun
"hati terbuka"	noun
"hati terlonjak"	noun
"hati terlonjak"	noun
"hatta maka"	other
"haur uljanati"	noun
"haus akan"	adjective
"haus dahaga"	adjective
"haus dahaga"	adjective
"hawa daba"	noun
"hawa nafsu"	noun
"hendak akan"	adverb
"hendak kan"	adverb
"heterogenitas struktural"	noun
"hewan lumut"	noun
"hewan mentari"	noun
"hewan potong"	noun
"hibah tergantung"	noun
"hibrida antarjenis"	noun
"hidangan rohani"	noun
"hidrogen peroksida"	noun
"hidrogen sulfida"	noun
"hidrokarbon jenuh"	noun
"hidung belang"	noun
"hidung betet"	noun
"hidung putih"	noun
"hierarki fonologis"	noun
"hierarki gramatikal"	noun
"higiene mental"	noun
"higrometer kimia"	noun
"higrometer listrik"	noun
"higrometer rambut"	noun
"higrometer serap"	noun
"higrometer titik embun"	noun
"hijau gadung"	noun
"hijau lumut"	noun
"hijau maya-maya"	noun
"hijau muda"	noun
"hijau tua"	noun
"hijauan kering"	noun
"hilang akal"	verb
"hilang arwah"	verb
"hilang arwah"	verb
"hilang dara"	verb
"hilang dr mata"	verb
"hilang gaib"	verb
"hilang harapan"	verb
"hilang hayat"	verb
"hilang ingatan"	verb
"hilang ingatan"	verb
"hilang lenyap"	verb
"hilang malu"	verb
"hilang nyawa"	verb
"hilang pikiran"	verb
"hilang pintang"	verb
"hilang redam"	verb
"hilang semangat"	verb
"hilang semangat"	verb
"hilang semangat"	verb
"hilang-hilang timbul"	verb
"hilang-hilang timbul"	verb
"hilir malam"	noun
"hilir mudik"	noun
"hilir sungai"	noun
"himpunan undang-undang"	noun
"hina angkara"	adjective
"hina budi"	adjective
"hina lata"	adjective
"hina papa"	adjective
"hipotek saksama"	noun
"hipotesis alternatif"	noun
"hipotesis argumentatif"	noun
"hipotesis deskriptif"	noun
"hipotesis kerja"	noun
"hipotesis kualitatif"	noun
"hipotesis kuantitatif"	noun
"hipotesis nol"	noun
"hipotesis operasional"	noun
"hipotesis penjelasan"	noun
"hiruk pikuk"	adjective
"hiruk piruk"	adjective
"historiografi linguistik"	noun
"hitam berkilat"	noun
"hitam birat"	noun
"hitam jengat"	noun
"hitam kumbang"	noun
"hitam langit"	noun
"hitam legam"	noun
"hitam lotong"	noun
"hitam manggis"	noun
"hitam manis"	noun
"hitam mata"	noun
"hitam pegam"	noun
"hitam pekat"	noun
"hitam selalu"	noun
"hitam usam"	noun
"hitung panjang"	verb
"hitung punya"	verb
"hitung punya"	verb
"hitungan angka-angka"	noun
"hitungan luar kepala"	noun
"hitungan soal"	noun
"hitungan soalan"	noun
"hiu berui"	noun
"hiu gergaji"	noun
"hiu hidung"	noun
"hiu kepala martil"	noun
"hiu parang"	noun
"hiu raksasa"	noun
"hoki es"	noun
"homo kuadratus"	noun
"homo Neanderthalensis"	noun
"homo Sapiens"	noun
"homo Wajakensis"	noun
"hormon antidiuretik"	noun
"hormon luka"	noun
"hormon tumbuh"	noun
"hotel apartemen"	noun
"hotel apung"	noun
"hotel bandara"	noun
"hotel berbintang"	noun
"hotel kota"	noun
"hotel melati"	noun
"hotel pribadi"	noun
"hotel prodeo"	noun
"hubungan analogi"	noun
"hubungan antarindividu"	noun
"hubungan asosiatif"	noun
"hubungan bapak-anak buah"	noun
"hubungan dagang"	noun
"hubungan darah"	noun
"hubungan diplomatik"	noun
"hubungan formal"	noun
"hubungan gramatikal"	noun
"hubungan harga"	noun
"hubungan hukum"	noun
"hubungan informal"	noun
"hubungan kausal"	noun
"hubungan kebudayaan"	noun
"hubungan kekaryaan"	noun
"hubungan kekerabatan"	noun
"hubungan keluarga"	noun
"hubungan logis"	noun
"hubungan luar nikah"	noun
"hubungan masyarakat"	noun
"hubungan paradigmatis"	noun
"hubungan perburuhan"	noun
"hubungan resmi"	noun
"hubungan seks"	noun
"hubungan singkat"	noun
"hubungan sintagmatis"	noun
"hubungan sosial"	noun
"hujan abu"	noun
"hujan air mata"	noun
"hujan angin"	noun
"hujan asam"	noun
"hujan batu"	noun
"hujan batu"	noun
"hujan beku"	noun
"hujan buatan"	noun
"hujan bubuk"	noun
"hujan darah"	noun
"hujan deras"	noun
"hujan ekuinoks"	noun
"hujan es"	noun
"hujan gerimis"	noun
"hujan halau mentua"	noun
"hujan kuning"	noun
"hujan lalu"	noun
"hujan lari"	noun
"hujan lebat"	noun
"hujan lokal"	noun
"hujan lumpur"	noun
"hujan merah"	noun
"hujan meteor"	noun
"hujan musiman"	noun
"hujan panas"	noun
"hujan renyai"	noun
"hujan ringan"	noun
"hujan rintik-rintik"	noun
"hujan setempat"	noun
"hujan suri"	noun
"hujan susulan"	noun
"hujan terpencar"	noun
"hukum acara"	noun
"hukum acara perdata"	noun
"hukum acara pidana"	noun
"hukum adat"	noun
"hukum administrasi"	noun
"hukum agraria"	noun
"hukum alam"	noun
"hukum Allah"	noun
"hukum Archimedes"	noun
"hukum asasi"	noun
"hukum asasi"	noun
"hukum Coulomb"	noun
"hukum dagang"	noun
"hukum darurat"	noun
"hukum DM"	noun
"hukum Ferrel"	noun
"hukum fiskal"	noun
"hukum formal"	noun
"hukum gereja"	noun
"hukum harta kekayaan"	noun
"hukum internasional"	noun
"hukum Islam"	noun
"hukum jemur"	noun
"hukum karma"	noun
"hukum kelembapan"	noun
"hukum keluarga"	noun
"hukum kibal"	noun
"hukum kisas"	noun
"hukum laut"	noun
"hukum mungkal"	noun
"hukum negara"	noun
"hukum objektif"	noun
"hukum perbuatan"	noun
"hukum perdata"	noun
"hukum perdata formal"	noun
"hukum perdata materiil"	noun
"hukum perkawinan"	noun
"hukum pidana"	noun
"hukum pidana formal"	noun
"hukum pidana materiil"	noun
"hukum pidana subjektif"	noun
"hukum politik"	noun
"hukum positif"	noun
"hukum pribadi"	noun
"hukum resam"	noun
"hukum rimba"	noun
"hukum sipil"	noun
"hukum syarak"	noun
"hukum taklifi"	noun
"hukum taktertulis"	noun
"hukum tata negara"	noun
"hukum Tuhan"	noun
"hukum waris"	noun
"hukum yurisprudensi"	noun
"hukuman buang"	noun
"hukuman gantung"	noun
"hukuman kawalan"	noun
"hukuman kurungan"	noun
"hukuman mati"	noun
"hukuman pancung"	noun
"hukuman penjara"	noun
"hukuman percobaan"	noun
"hukuman rotan"	noun
"hukuman titipan"	noun
"hulu hati"	noun
"hulu hilir"	noun
"hulu hilir"	noun
"hulu kepala"	noun
"hulu kerongkongan"	noun
"hulu sungai"	noun
"huma akuan"	noun
"humus alfa"	noun
"humus gembur"	noun
"humus lunak"	noun
"humus mentah"	noun
"huruf akik"	noun
"huruf awal"	noun
"huruf balok"	noun
"huruf besar"	noun
"huruf biasa"	noun
"huruf blasteran"	noun
"huruf bunyi"	noun
"huruf cetak"	noun
"huruf harakat"	noun
"huruf hias"	noun
"huruf hidup"	noun
"huruf hijaiah"	noun
"huruf Jawi"	noun
"huruf kamariah"	noun
"huruf kapital"	noun
"huruf kecil"	noun
"huruf konsonan"	noun
"huruf kursif"	noun
"huruf kurus"	noun
"huruf Latin"	noun
"huruf Latin"	noun
"huruf lebar"	noun
"huruf lisani"	noun
"huruf mati"	noun
"huruf miring"	noun
"huruf pameran"	noun
"huruf pegon"	noun
"huruf pertama"	noun
"huruf Roman"	noun
"huruf Romawi"	noun
"huruf syamsiah"	noun
"huruf tebal"	noun
"huruf tegak"	noun
"huruf timbul"	noun
"huruf tulis"	noun
"huruf vet"	noun
"huruf vokal"	noun
"hutan alam"	noun
"hutan bakau"	noun
"hutan basah tropis"	noun
"hutan belantara"	noun
"hutan belukar"	noun
"hutan berdaun jarum"	noun
"hutan beton"	noun
"hutan Boreal"	noun
"hutan buatan"	noun
"hutan gambut"	noun
"hutan hujan tropis"	noun
"hutan karet"	noun
"hutan kerangas"	noun
"hutan komunal"	noun
"hutan larangan"	noun
"hutan lepas"	noun
"hutan lindung"	noun
"hutan muda"	noun
"hutan murni"	noun
"hutan musim"	noun
"hutan pantai"	noun
"hutan perawan"	noun
"hutan primer"	noun
"hutan produksi"	noun
"hutan rantau"	noun
"hutan rimba"	noun
"hutan sekunder"	noun
"hutan semak belukar"	noun
"hutan suaka alam"	noun
"hutan tanah"	noun
"hutan tua"	noun
"hutan tutupan"	noun
"hutan wisata"	noun
"ibadah badaniah"	noun
"ibadah haji"	noun
"ibadah puasa"	noun
"ibadah sunah"	noun
"ibadah wajib"	noun
"ibu akar"	noun
"ibu angkat"	noun
"ibu ayam"	noun
"ibu bapak"	noun
"ibu jari"	noun
"ibu kaki"	noun
"ibu kandung"	noun
"ibu kota"	noun
"ibu kota kabupaten"	noun
"ibu kota kota madya"	noun
"ibu kota negara"	noun
"ibu kota provinsi"	noun
"ibu mertua"	noun
"ibu negara"	noun
"ibu negeri"	noun
"ibu panah"	noun
"ibu pasir"	noun
"ibu permandian"	noun
"ibu pertiwi"	noun
"ibu pungut"	noun
"ibu rumah tangga"	noun
"ibu sungai"	noun
"ibu suri"	noun
"ibu susu"	noun
"ibu tangan"	noun
"ibu tangga"	noun
"ibu tangga"	noun
"ibu tiri"	noun
"ibun tanah"	noun
"Ida Ayu"	noun
"Ida Bagus"	noun
"idah gelap"	noun
"idah terang"	noun
"ideologi politik"	noun
"ideologi politik"	noun
"iga landung"	noun
"iga selungkang"	noun
"iga wekas"	noun
"ijab kabul"	noun
"ijab kabul"	noun
"ijab nikah"	noun
"ijmak ulama"	noun
"ikal mayang"	adjective
"ikan abisial"	noun
"ikan adfluvial"	noun
"ikan adu siam"	noun
"ikan air tawar"	noun
"ikan anadrom fluvial"	noun
"ikan anadrom lakustrin"	noun
"ikan asap"	noun
"ikan asin"	noun
"ikan bakar"	noun
"ikan basah"	noun
"ikan batipelagis"	noun
"ikan bayan"	noun
"ikan bayan-bayan"	noun
"ikan bedukang"	noun
"ikan beku"	noun
"ikan belalang"	noun
"ikan belukang"	noun
"ikan belukang"	noun
"ikan bembam"	noun
"ikan bentik"	noun
"ikan bersirip"	noun
"ikan biawan"	noun
"ikan buas"	noun
"ikan bulan"	noun
"ikan capung"	noun
"ikan darat"	noun
"ikan dasar"	noun
"ikan duri"	noun
"ikan eksotik"	noun
"ikan emas"	noun
"ikan enjel"	noun
"ikan fluvial"	noun
"ikan forare"	noun
"ikan gergaji"	noun
"ikan glodok"	noun
"ikan gobi belirik"	noun
"ikan gurita"	noun
"ikan herbivor"	noun
"ikan hias"	noun
"ikan hibrida"	noun
"ikan jarang-jarang gigi"	noun
"ikan jolong-jolong"	noun
"ikan kancera"	noun
"ikan kancera domas"	noun
"ikan kapas"	noun
"ikan karang"	noun
"ikan kawal"	noun
"ikan keli"	noun
"ikan kembung"	noun
"ikan kena tuba"	noun
"ikan kena tuba"	noun
"ikan kering"	noun
"ikan koki"	noun
"ikan laga"	noun
"ikan lakustrin"	noun
"ikan laut"	noun
"ikan layak"	noun
"ikan layang-layang"	noun
"ikan layur"	noun
"ikan lidah"	noun
"ikan lidi"	noun
"ikan lumba-lumba"	noun
"ikan makanan"	noun
"ikan mambo buntal"	noun
"ikan mangsi"	noun
"ikan matang"	noun
"ikan merakar"	noun
"ikan mua"	noun
"ikan muara"	noun
"ikan olahan"	noun
"ikan oseani"	noun
"ikan ovipar"	noun
"ikan ovovivipar"	noun
"ikan pantai"	noun
"ikan pari"	noun
"ikan paru-paru"	noun
"ikan paus"	noun
"ikan peda"	noun
"ikan pekasam"	noun
"ikan pipih"	noun
"ikan poleng"	noun
"ikan salai"	noun
"ikan salmon"	noun
"ikan sebelah"	noun
"ikan selar"	noun
"ikan semah"	noun
"ikan serdadu"	noun
"ikan setan"	noun
"ikan setoka"	noun
"ikan sia"	noun
"ikan sia-sia"	noun
"ikan skorpion"	noun
"ikan stungeon"	noun
"ikan sumpit"	noun
"ikan sungai"	noun
"ikan tambak"	noun
"ikan tambak"	noun
"ikan te-menggung"	noun
"ikan tepi"	noun
"ikan terbang"	noun
"ikan todak"	noun
"ikan vivipar"	noun
"ikat kepala"	noun
"ikat kolam"	noun
"ikat permata"	noun
"ikat pinggang"	noun
"ikatan dinas"	noun
"ikatan homopolar"	noun
"ikatan kimia"	noun
"ikhtisar laba rugi"	noun
"ikhtisar pengenal"	noun
"ikhtisar penunjuk"	noun
"iklan baris"	noun
"iklan berita"	noun
"iklan bersandi"	noun
"iklan kecil"	noun
"iklan keluarga"	noun
